Date,Open,High,Low,Close,Adj Close,Volume
2004-06-08,875.000000,900.000000,875.000000,887.500000,456.479156,99830000
2004-06-09,887.500000,912.500000,875.000000,900.000000,462.908356,58858000
2004-06-10,900.000000,900.000000,887.500000,900.000000,462.908356,33118000
2004-06-11,887.500000,900.000000,887.500000,900.000000,462.908356,27166000
2004-06-14,900.000000,900.000000,875.000000,887.500000,456.479156,31708000
2004-06-15,875.000000,912.500000,875.000000,912.500000,469.337646,59524000
2004-06-16,912.500000,912.500000,887.500000,900.000000,462.908356,20854000
2004-06-17,887.500000,887.500000,875.000000,887.500000,456.479156,70030000
2004-06-18,875.000000,887.500000,875.000000,887.500000,456.479156,52652000
2004-06-21,887.500000,887.500000,875.000000,887.500000,456.479156,66374000
2004-06-22,887.500000,900.000000,887.500000,887.500000,456.479156,11374000
2004-06-23,900.000000,900.000000,887.500000,900.000000,462.908356,93838000
2004-06-24,900.000000,900.000000,887.500000,900.000000,462.908356,38262000
2004-06-25,900.000000,912.500000,900.000000,912.500000,469.337646,30862000
2004-06-28,912.500000,912.500000,900.000000,912.500000,469.337646,52172000
2004-06-29,912.500000,925.000000,912.500000,925.000000,475.766846,24612000
2004-06-30,925.000000,937.500000,912.500000,937.500000,482.196167,58252000
2004-07-01,900.000000,900.000000,875.000000,887.500000,600.630188,40618000
2004-07-02,887.500000,900.000000,887.500000,900.000000,609.089905,98160000
2004-07-05,900.000000,900.000000,900.000000,900.000000,609.089905,0
2004-07-06,912.500000,937.500000,900.000000,937.500000,634.468689,165322000
2004-07-07,925.000000,950.000000,912.500000,937.500000,634.468689,76514000
2004-07-08,937.500000,950.000000,925.000000,937.500000,634.468689,56948000
2004-07-09,925.000000,950.000000,925.000000,950.000000,642.928101,76228000
2004-07-12,950.000000,975.000000,937.500000,950.000000,642.928101,95682000
2004-07-13,950.000000,962.500000,937.500000,962.500000,651.387756,26684000
2004-07-14,950.000000,950.000000,925.000000,937.500000,634.468689,48684000
2004-07-15,925.000000,937.500000,912.500000,937.500000,634.468689,26978000
2004-07-16,925.000000,950.000000,925.000000,950.000000,642.928101,28124000
2004-07-19,937.500000,950.000000,937.500000,950.000000,642.928101,8788000
2004-07-20,937.500000,950.000000,937.500000,950.000000,642.928101,33778000
2004-07-21,937.500000,950.000000,937.500000,950.000000,642.928101,32484000
2004-07-22,937.500000,950.000000,937.500000,950.000000,642.928101,12346000
2004-07-23,937.500000,950.000000,937.500000,950.000000,642.928101,3134000
2004-07-26,937.500000,937.500000,912.500000,937.500000,634.468689,103530000
2004-07-27,925.000000,937.500000,912.500000,937.500000,634.468689,50800000
2004-07-28,937.500000,937.500000,925.000000,937.500000,634.468689,34504000
2004-07-29,937.500000,937.500000,925.000000,937.500000,634.468689,11590000
2004-07-30,937.500000,937.500000,925.000000,937.500000,634.468689,44822000
2004-08-02,925.000000,937.500000,925.000000,925.000000,626.009033,5402000
2004-08-03,925.000000,950.000000,925.000000,937.500000,634.468689,65200000
2004-08-04,937.500000,950.000000,937.500000,950.000000,642.928101,50932000
2004-08-05,937.500000,950.000000,937.500000,950.000000,642.928101,26666000
