Date,Open,High,Low,Close,Adj Close,Volume
2015-07-08,800.000000,825.000000,710.000000,725.000000,703.993896,20372300
2015-07-09,725.000000,725.000000,700.000000,700.000000,679.718201,7845500
2015-07-10,705.000000,710.000000,680.000000,680.000000,660.297729,3873100
2015-07-13,680.000000,685.000000,600.000000,600.000000,582.615601,924100
2015-07-14,600.000000,600.000000,495.000000,510.000000,495.223297,4362000
2015-07-15,505.000000,555.000000,500.000000,520.000000,504.933563,3878100
2015-07-22,520.000000,525.000000,510.000000,510.000000,495.223297,4714400
2015-07-23,510.000000,520.000000,510.000000,515.000000,500.078400,4013600
2015-07-24,515.000000,540.000000,505.000000,530.000000,514.643860,3214300
2015-07-27,530.000000,535.000000,520.000000,525.000000,509.788635,3914400
2015-07-28,520.000000,525.000000,515.000000,525.000000,509.788635,6575200
2015-07-29,525.000000,540.000000,525.000000,530.000000,514.643860,4042800
2015-07-30,535.000000,600.000000,525.000000,570.000000,553.484863,3697200
2015-07-31,570.000000,645.000000,570.000000,615.000000,597.181030,3763800
2015-08-03,615.000000,625.000000,570.000000,575.000000,558.339966,3483900
2015-08-04,575.000000,600.000000,575.000000,600.000000,582.615601,4384000
2015-08-05,590.000000,600.000000,590.000000,600.000000,582.615601,4124900
2015-08-06,600.000000,610.000000,590.000000,590.000000,572.905334,4145700
2015-08-07,590.000000,595.000000,570.000000,585.000000,568.050293,2332500
2015-08-10,585.000000,590.000000,560.000000,560.000000,543.774597,5837200
2015-08-11,570.000000,600.000000,555.000000,555.000000,538.919495,3535300
2015-08-12,550.000000,550.000000,530.000000,535.000000,519.498901,4566200
2015-08-13,535.000000,560.000000,535.000000,550.000000,534.064270,5124100
2015-08-14,550.000000,550.000000,540.000000,545.000000,529.209229,4681300
2015-08-18,540.000000,540.000000,525.000000,525.000000,509.788635,4464300
2015-08-19,525.000000,525.000000,510.000000,520.000000,504.933563,6419100
2015-08-20,510.000000,520.000000,505.000000,515.000000,500.078400,7107800
2015-08-21,510.000000,515.000000,497.000000,515.000000,500.078400,4787800
2015-08-24,500.000000,510.000000,500.000000,510.000000,495.223297,4020800
2015-08-25,505.000000,545.000000,505.000000,545.000000,529.209229,6468800
2015-08-26,570.000000,570.000000,535.000000,570.000000,553.484863,5437800
2015-08-27,570.000000,605.000000,570.000000,600.000000,582.615601,4732200
2015-08-28,615.000000,635.000000,605.000000,630.000000,611.746399,3979500
2015-08-31,635.000000,650.000000,625.000000,650.000000,631.166992,5120100
2015-09-01,640.000000,650.000000,625.000000,635.000000,616.601563,6559600
2015-09-02,615.000000,650.000000,610.000000,650.000000,631.166992,3602200
2015-09-03,650.000000,650.000000,620.000000,635.000000,616.601563,3302200
2015-09-04,635.000000,645.000000,625.000000,635.000000,616.601563,3649300
2015-09-07,625.000000,625.000000,620.000000,620.000000,602.036133,4086600
2015-09-08,610.000000,635.000000,610.000000,630.000000,611.746399,4049700
2015-09-09,630.000000,670.000000,630.000000,670.000000,650.587463,4043400
2015-09-10,670.000000,675.000000,660.000000,660.000000,640.877197,3387500
