Date,Open,High,Low,Close,Adj Close,Volume
2018-07-03,null,null,null,null,null,null
2018-07-04,null,null,null,null,null,null
2018-07-05,null,null,null,null,null,null
2018-07-06,null,null,null,null,null,null
2018-07-09,null,null,null,null,null,null
2018-07-10,null,null,null,null,null,null
2018-07-11,null,null,null,null,null,null
2018-07-12,null,null,null,null,null,null
2018-07-13,null,null,null,null,null,null
2018-07-16,null,null,null,null,null,null
2018-07-17,null,null,null,null,null,null
2018-07-18,null,null,null,null,null,null
2018-07-19,null,null,null,null,null,null
2018-07-20,null,null,null,null,null,null
2018-07-23,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-07-24,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-07-25,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-07-26,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-07-27,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-07-30,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-07-31,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-01,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-02,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-03,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-06,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-07,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-08,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-09,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-10,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-13,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-14,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-15,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-16,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-17,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-20,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-21,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-22,7625.000000,7625.000000,7625.000000,7625.000000,7625.000000,0
2018-08-23,7000.000000,7000.000000,5600.000000,5650.000000,5650.000000,31300
2018-08-24,5850.000000,6725.000000,5850.000000,6600.000000,6600.000000,7100
2018-08-27,6600.000000,7000.000000,6600.000000,6900.000000,6900.000000,8300
2018-08-28,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,13500
2018-08-29,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-08-30,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-08-31,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-09-03,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-09-04,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-09-05,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-09-06,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
2018-09-07,7000.000000,7000.000000,7000.000000,7000.000000,7000.000000,0
