Date,Open,High,Low,Close,Adj Close,Volume
2001-06-08,266.681000,271.619995,251.865997,261.743011,214.004974,15415472
2001-06-11,256.803986,261.743011,256.803986,261.743011,214.004974,2271418
2001-06-12,261.743011,266.681000,261.743011,266.681000,218.042343,1462982
2001-06-13,266.681000,266.681000,261.743011,266.681000,218.042343,666188
2001-06-14,261.743011,271.619995,261.743011,266.681000,218.042343,3501538
2001-06-15,266.681000,271.619995,261.743011,266.681000,218.042343,821092
2001-06-18,261.743011,266.681000,256.803986,266.681000,218.042343,215651
2001-06-19,261.743011,261.743011,256.803986,256.803986,209.966766,88589
2001-06-20,256.803986,256.803986,256.803986,256.803986,209.966766,412571
2001-06-21,256.803986,256.803986,256.803986,256.803986,209.966766,141742
2001-06-22,246.927002,256.803986,246.927002,256.803986,209.966766,124024
2001-06-25,251.865997,256.803986,251.865997,256.803986,209.966766,367517
2001-06-26,256.803986,256.803986,251.865997,251.865997,205.929382,193377
2001-06-27,256.803986,256.803986,251.865997,256.803986,209.966766,83527
2001-06-28,251.865997,251.865997,246.927002,251.865997,205.929382,131618
2001-06-29,251.865997,256.803986,251.865997,251.865997,205.929382,55684
2001-07-02,251.865997,251.865997,251.865997,251.865997,205.929382,50622
2001-07-03,246.927002,246.927002,246.927002,246.927002,201.891205,35436
2001-07-04,251.865997,251.865997,246.927002,246.927002,201.891205,0
2001-07-05,246.927002,246.927002,246.927002,246.927002,201.891205,253111
2001-07-06,246.927002,246.927002,246.927002,246.927002,201.891205,534064
2001-07-09,246.927002,246.927002,246.927002,246.927002,201.891205,521409
2001-07-10,246.927002,246.927002,246.927002,246.927002,201.891205,111369
2001-07-11,251.865997,251.865997,246.927002,246.927002,201.891205,202995
2001-07-12,251.865997,251.865997,246.927002,246.927002,201.891205,301202
2001-07-13,251.865997,251.865997,246.927002,246.927002,201.891205,194895
2001-07-16,246.927002,246.927002,246.927002,246.927002,201.891205,12656
2001-07-17,246.927002,246.927002,246.927002,246.927002,201.891205,131618
2001-07-18,246.927002,246.927002,246.927002,246.927002,201.891205,63278
2001-07-19,246.927002,251.865997,246.927002,246.927002,201.891205,364480
2001-07-20,246.927002,246.927002,246.927002,246.927002,201.891205,127568
2001-07-23,246.927002,246.927002,246.927002,246.927002,201.891205,2795864
2001-07-24,246.927002,246.927002,246.927002,246.927002,201.891205,1704956
2001-07-25,246.927002,246.927002,246.927002,246.927002,201.891205,45560
2001-07-26,246.927002,246.927002,246.927002,246.927002,201.891205,35436
2001-07-27,246.927002,246.927002,246.927002,246.927002,201.891205,27842
2001-07-30,246.927002,246.927002,246.927002,246.927002,201.891205,130605
2001-07-31,246.927002,246.927002,246.927002,246.927002,201.891205,141742
2001-08-01,246.927002,246.927002,246.927002,246.927002,201.891205,15187
2001-08-02,246.927002,246.927002,246.927002,246.927002,201.891205,2231933
2001-08-03,246.927002,276.558990,246.927002,246.927002,201.891205,177684
2001-08-06,246.927002,246.927002,246.927002,246.927002,201.891205,506
2001-08-07,246.927002,246.927002,246.927002,246.927002,201.891205,12656
2001-08-08,251.865997,251.865997,246.927002,246.927002,201.891205,0
2001-08-09,246.927002,256.803986,246.927002,256.803986,209.966766,139211
2001-08-10,256.803986,256.803986,251.865997,251.865997,205.929382,161991
2001-08-13,251.865997,251.865997,251.865997,251.865997,205.929382,506
2001-08-14,246.927002,246.927002,246.927002,246.927002,201.891205,2067917
2001-08-15,251.865997,251.865997,246.927002,246.927002,201.891205,0
2001-08-16,246.927002,246.927002,246.927002,246.927002,201.891205,10124
2001-08-17,null,null,null,null,null,null
2001-08-20,246.927002,246.927002,246.927002,246.927002,201.891205,5062
2001-08-21,246.927002,246.927002,246.927002,246.927002,201.891205,101244
2001-08-22,246.927002,246.927002,246.927002,246.927002,201.891205,10124
2001-08-23,246.927002,246.927002,246.927002,246.927002,201.891205,536595
2001-08-24,246.927002,246.927002,246.927002,246.927002,201.891205,226787
2001-08-27,246.927002,246.927002,246.927002,246.927002,201.891205,111369
2001-08-28,246.927002,251.865997,246.927002,246.927002,201.891205,589242
2001-08-29,251.865997,251.865997,246.927002,246.927002,201.891205,0
2001-08-30,246.927002,246.927002,246.927002,246.927002,201.891205,480911
2001-08-31,246.927002,246.927002,246.927002,246.927002,201.891205,78464
2001-09-03,246.927002,251.865997,246.927002,251.865997,205.929382,5568
2001-09-04,246.927002,246.927002,246.927002,246.927002,201.891205,5568
2001-09-05,246.927002,246.927002,246.927002,246.927002,201.891205,32904
2001-09-06,251.865997,251.865997,246.927002,246.927002,201.891205,225269
2001-09-07,246.927002,246.927002,246.927002,246.927002,201.891205,20249
