Date,Open,High,Low,Close,Adj Close,Volume
2000-10-03,975.000000,975.000000,875.000000,875.000000,54.688141,0
2000-10-04,950.000000,950.000000,877.500000,877.500000,54.844402,0
2000-10-05,146.641998,153.705002,146.641998,149.966003,9.372986,102307
2000-10-06,962.500000,962.500000,885.000000,885.000000,55.313152,0
2000-10-09,157.858994,159.936005,157.858994,159.936005,9.996118,120361
2000-10-10,962.500000,962.500000,782.500000,782.500000,48.906822,0
2000-10-11,950.000000,950.000000,825.000000,825.000000,51.563103,0
2000-10-12,157.858994,157.858994,145.395996,145.395996,9.087357,427281
2000-10-13,915.000000,915.000000,800.000000,800.000000,50.000587,0
2000-10-16,800.000000,800.000000,800.000000,800.000000,50.000587,0
2000-10-17,135.011002,148.720001,135.011002,144.981003,9.061419,276830
2000-10-18,149.757996,159.936005,149.757996,155.574005,9.723490,244160
2000-10-19,267.500000,267.500000,257.500000,257.500000,16.093939,0
2000-10-20,152.666000,152.666000,152.666000,152.666000,9.541737,116922
2000-10-23,145.395996,145.395996,145.395996,145.395996,9.087357,20633
2000-10-24,145.395996,152.666000,145.395996,152.666000,9.541737,91130
2000-10-25,262.500000,262.500000,262.500000,262.500000,16.406443,0
2000-10-26,145.395996,145.395996,145.395996,145.395996,9.087357,70497
2000-10-27,250.000000,250.000000,250.000000,250.000000,15.625184,0
2000-10-30,250.000000,250.000000,237.500000,237.500000,14.843924,0
2000-10-31,145.395996,145.395996,145.395996,145.395996,9.087357,68778
2000-11-01,145.395996,145.395996,145.395996,145.395996,9.087357,1719
2000-11-02,250.000000,250.000000,237.500000,237.500000,14.843924,0
2000-11-03,138.126007,138.126007,138.126007,138.126007,8.632977,98008
2000-11-06,138.126007,138.126007,138.126007,138.126007,8.632977,51583
2000-11-07,138.126007,138.126007,130.856995,130.856995,8.178658,166786
2000-11-08,138.126007,142.488007,138.126007,138.126007,8.632977,42986
2000-11-09,132.311005,132.311005,127.948997,129.403000,8.087783,225247
2000-11-10,136.671997,136.671997,133.764008,133.764008,8.360349,68778
2000-11-13,133.764008,145.395996,133.764008,138.126007,8.632977,512393
2000-11-14,138.126007,142.488007,133.764008,135.218002,8.451224,144433
2000-11-15,133.764008,135.218002,133.764008,133.764008,8.360349,103166
2000-11-16,133.764008,138.126007,130.856995,138.126007,8.632977,110044
2000-11-17,135.218002,135.218002,133.764008,133.764008,8.360349,80814
2000-11-20,136.671997,141.033997,136.671997,136.671997,8.542099,125519
2000-11-21,138.126007,141.033997,136.671997,138.126007,8.632977,307780
2000-11-22,133.764008,138.126007,133.764008,136.671997,8.542099,103166
2000-11-23,139.580002,139.580002,138.126007,138.126007,8.632977,457371
2000-11-24,138.126007,139.580002,138.126007,138.126007,8.632977,624157
2000-11-27,138.126007,138.126007,136.671997,136.671997,8.542099,187419
2000-11-28,132.311005,133.764008,132.311005,132.311005,8.269536,128958
2000-11-29,235.000000,235.000000,227.500000,227.500000,14.218916,0
2000-11-30,133.764008,133.764008,133.764008,133.764008,8.360349,128958
2000-12-01,133.764008,133.764008,130.856995,130.856995,8.178658,84253
2000-12-04,235.000000,235.000000,225.000000,225.000000,14.062666,0
2000-12-05,130.856995,135.218002,130.856995,135.218002,8.451224,206333
2000-12-06,138.126007,138.126007,130.856995,132.311005,8.269536,183980
2000-12-07,127.948997,130.856995,127.948997,130.856995,8.178658,89411
2000-12-08,130.856995,130.856995,130.856995,130.856995,8.178658,12036
2000-12-11,230.000000,230.000000,222.500000,222.500000,13.906412,0
2000-12-12,129.403000,129.403000,129.403000,129.403000,8.087783,8597
2000-12-13,129.403000,129.403000,129.403000,129.403000,8.087783,171944
2000-12-14,130.856995,130.856995,130.856995,130.856995,8.178658,17194
2000-12-15,129.403000,129.403000,125.041000,125.041000,7.815156,67058
2000-12-18,225.000000,225.000000,212.500000,212.500000,13.281405,0
2000-12-19,123.586998,123.586998,120.679001,120.679001,7.542526,85972
2000-12-20,116.317001,119.224998,116.317001,116.317001,7.269897,263074
2000-12-21,113.408997,113.408997,113.408997,113.408997,7.088146,18914
2000-12-22,116.317001,116.317001,113.408997,113.408997,7.088146,271672
2000-12-25,null,null,null,null,null,null
